id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,listing_type,price_usd,price_per_sqft_usd
R013623,2025-11-28,Al Furjan,Al Furjan,25.03008,55.12479,apartment,studio,0,340,31.6,Al Furjan,Red,0,23.92,rental,9400,27
R013624,2023-01-21,Al Barsha South,Al Barsha,25.07886,55.22627,apartment,1BR,1,472,43.9,Dubai Internet City,Red,52,14.02,rental,9600,20
R013625,2021-07-25,Al Qusais,Al Qusais,25.29367,55.38573,apartment,studio,0,478,44.4,Al Qusais,Green,1,15.51,rental,6100,12
R013626,2021-10-23,Jumeirah 3,Jumeirah,25.21796,55.22324,apartment,studio,0,514,47.7,ADCB,Red,110,5.64,rental,21900,42
R013627,2022-05-19,Arabian Ranches,Arabian Ranches,25.03325,55.27199,villa,3BR_villa,3,2355,218.8,Dubai Airport Free Zone,Green,325,18.23,rental,81600,34
R013628,2024-05-19,Town Square,Nshama,25.01638,55.2807,apartment,3BR,3,1859,172.7,Creek,Green,306,20.12,rental,39900,21
R013629,2022-10-31,La Mer,Jumeirah,25.2211,55.25447,apartment,4BR_penthouse,4,1963,182.4,Al Jafiliya,Red,36,3.33,rental,128100,65
R013630,2021-12-04,Jumeirah 2,Jumeirah,25.21596,55.25932,apartment,1BR,1,722,67.1,Oud Metha,Green,87,2.58,rental,23700,32
R013631,2021-03-22,Dubai Marina,Dubai Marina,25.06836,55.14674,apartment,2BR,2,1085,100.8,Noor Bank,Red,116,19.25,rental,30500,28
R013632,2025-01-28,Arabian Ranches 3,Arabian Ranches,25.0665,55.28664,villa,3BR_villa,3,1583,147.0,First Abu Dhabi Bank,Red,131,14.59,rental,129600,81
R013633,2022-10-12,Palm Jumeirah,Palm Jumeirah,25.10656,55.14906,apartment,1BR,1,716,66.5,Al Karama,Red,280,16.15,rental,46700,65
R013634,2021-09-16,Madinat Jumeirah Living,Jumeirah,25.13115,55.20315,villa,4BR_villa,4,3579,332.5,Dubai Internet City,Red,46,10.26,rental,216100,60
R013635,2021-02-05,The Valley,Dubai-Al Ain Road,24.96197,55.51621,villa,3BR_villa,3,2443,226.9,Danube,Red,455,35.74,rental,23700,9
R013636,2022-11-14,Bulgari Resort,Jumeirah Bay,25.21289,55.25587,villa,4BR_villa,4,4252,395.0,Burj Khalifa/Dubai Mall,Red,29,2.55,rental,573600,134
R013637,2024-02-01,Dubai Investment Park,DIP,25.00486,55.17801,apartment,2BR,2,1337,124.2,MRT-1,Red,82,23.49,rental,28400,21
R013638,2026-02-14,Umm Suqeim,Jumeirah,25.15339,55.22108,villa,5BR_villa,5,5110,474.8,Noor Bank,Red,45,7.25,rental,229300,44
R013639,2022-06-22,Al Mamzar,Al Mamzar,25.28072,55.36109,apartment,1BR,1,997,92.6,Union,Red,58,12.74,rental,18800,18
R013640,2022-06-10,Remraam,Dubailand,25.00958,55.26473,apartment,2BR,2,1240,115.2,Mall of the Emirates,Red,167,20.89,rental,18500,14
R013641,2021-10-15,The Valley,Dubai-Al Ain Road,24.95241,55.5091,villa,4BR_villa,4,3873,359.8,Dubai Airport Free Zone,Green,448,36.05,rental,67700,17
R013642,2025-06-24,Downtown Dubai,Downtown,25.21066,55.28778,apartment,2BR,2,997,92.6,Business Bay,Red,19,2.01,rental,51300,51
R013643,2024-07-29,Jebel Ali,Jebel Ali,25.01795,55.12042,apartment,1BR,1,686,63.7,Mashreq Bank,Red,142,25.25,rental,13600,19
R013644,2023-08-23,Sustainable City,Sustainable City,24.99596,55.27728,villa,3BR_villa,3,3117,289.6,Baniyas Square,Red,385,22.38,rental,114300,36
R013645,2022-12-05,Dubai Studio City,Dubai Studio City,25.04938,55.2063,apartment,2BR,2,1374,127.7,Dubai Internet City,Red,101,17.81,rental,17000,12
R013646,2022-03-22,Jumeirah 1,Jumeirah,25.22931,55.26098,apartment,3BR,3,1516,140.8,Financial Centre,Red,38,3.82,rental,52900,34
R013647,2021-05-28,International City,International City,25.17499,55.38488,apartment,2BR,2,1544,143.5,Al Nahda (G),Green,181,11.39,rental,12300,8
R013648,2022-09-28,Mira,Reem,25.03374,55.2827,villa,4BR_villa,4,3829,355.7,Mashreq Bank,Red,146,18.2,rental,98600,25
R013649,2022-10-27,Sustainable City,Sustainable City,24.96947,55.27138,villa,5BR_villa,5,5069,470.9,UAE Pavilion,Red,194,25.32,rental,160400,31
R013650,2026-04-13,Arabian Ranches 3,Arabian Ranches,25.04525,55.28596,villa,5BR_villa,5,6442,598.5,Etisalat,Green,301,16.94,rental,387500,60
R013651,2024-04-12,Pearl Jumeira,Jumeirah,25.23039,55.22978,apartment,studio,0,365,34.0,Ibn Battuta,Red,282,5.81,rental,34000,93
R013652,2025-11-17,Azizi Riviera,MBR City,25.17571,55.29445,apartment,2BR,2,1180,109.6,Emirates Towers,Red,63,3.13,rental,33500,28
R013653,2022-05-01,Jumeirah Lake Towers,JLT,25.06556,55.14316,apartment,2BR,2,1096,101.8,Mashreq Bank,Red,52,19.72,rental,25900,23
R013654,2024-12-12,Jumeirah Village Circle,JVC,25.06485,55.19347,apartment,studio,0,399,37.0,Discovery Gardens,Red,82,16.82,rental,7300,18
R013655,2022-01-13,Remraam,Dubailand,24.9972,55.24621,apartment,1BR,1,679,63.1,First Abu Dhabi Bank,Red,178,22.42,rental,6700,9
R013656,2024-05-17,Al Warqa,Al Warqa,25.21089,55.3884,villa,3BR_villa,3,2965,275.4,Oud Metha,Green,112,11.57,rental,68500,23
R013657,2023-08-20,The Springs,Emirates Living,25.0452,55.16875,villa,3BR_villa,3,3468,322.1,Al Furjan,Red,49,19.97,rental,135100,38
R013658,2022-05-27,Falcon City of Wonders,Dubailand,25.03591,55.30418,villa,4BR_villa,4,3270,303.8,Al Jadaf,Green,254,18.18,rental,44000,13
R013659,2023-03-31,Falcon City of Wonders,Dubailand,25.04516,55.29843,apartment,1BR,1,934,86.8,Dubai Healthcare City,Green,259,17.08,rental,20700,22
R013660,2023-07-19,Dubai Investment Park,DIP,25.01017,55.17113,apartment,2BR,2,1006,93.4,Dubai Investment Park,Red,18,23.25,rental,19800,19
R013661,2022-01-08,Deira,Deira,25.26577,55.31948,apartment,1BR,1,898,83.4,Baniyas Square,Red,6,8.87,rental,12500,14
R013662,2023-09-12,Jumeirah Lake Towers,JLT,25.06372,55.13825,apartment,1BR,1,767,71.3,Al Furjan,Red,56,20.2,rental,24300,31
R013663,2025-01-25,Jumeirah Golf Estates,JGE,25.02368,55.19458,villa,5BR_villa,5,4606,427.9,Al Ras,Green,362,20.9,rental,309800,67
R013664,2025-12-09,City Walk,Al Wasl,25.20536,55.26636,apartment,3BR,3,2047,190.2,Emirates Towers,Red,31,1.22,rental,128500,62
R013665,2026-03-31,Jumeirah Lake Towers,JLT,25.07463,55.17526,apartment,2BR,2,1470,136.5,Mall of the Emirates,Red,99,16.89,rental,36000,24
R013666,2021-12-13,Deira,Deira,25.27565,55.32458,apartment,1BR,1,888,82.5,Union (G),Green,7,10.08,rental,14300,16
R013667,2023-10-02,Jumeirah Village Circle,JVC,25.06903,55.19208,apartment,2BR,2,966,89.8,Al Furjan,Red,85,16.49,rental,27600,28
R013668,2024-12-20,Dubai Hills Estate,Mohammed Bin Rashid,25.11477,55.25815,villa,4BR_villa,4,3024,281.0,Sharaf DG,Red,71,9.31,rental,140600,46
R013669,2026-01-28,Jumeirah Islands,Emirates Living,25.04813,55.1594,villa,5BR_villa,5,4188,389.1,Al Furjan,Red,40,20.22,rental,167700,40
R013670,2025-07-28,Emirates Hills,Emirates Hills,25.03538,55.19072,villa,3BR_villa,3,1630,151.4,Jumeirah Golf Estates,Red,33,19.87,rental,120200,73
R013671,2024-02-08,Al Mamzar,Al Mamzar,25.31537,55.35439,apartment,1BR,1,748,69.5,Al Nahda,Red,22,15.41,rental,21600,28
R013672,2023-09-08,Town Square,Nshama,25.00797,55.25318,apartment,1BR,1,744,69.2,Mall of the Emirates,Red,169,21.15,rental,12500,16
R013673,2024-04-17,Jumeirah Islands,Emirates Living,25.05175,55.15291,villa,3BR_villa,3,3333,309.7,Danube,Red,65,20.28,rental,169300,50
R013674,2024-04-06,Falcon City of Wonders,Dubailand,25.02265,55.32944,apartment,2BR,2,1208,112.2,Oud Metha,Green,271,20.18,rental,36300,30
R013675,2022-10-31,Jumeirah Lake Towers,JLT,25.07172,55.14399,apartment,3BR,3,1892,175.7,UAE Pavilion,Red,57,19.16,rental,39200,20
R013676,2023-04-19,Arabian Ranches 3,Arabian Ranches,25.05886,55.27663,villa,4BR_villa,4,3628,337.0,Max,Red,242,15.38,rental,169700,46
R013677,2023-06-04,Remraam,Dubailand,25.00503,55.24719,apartment,1BR,1,973,90.4,Jumeirah Golf Estates,Red,107,21.54,rental,11500,11
R013678,2025-01-29,Reem Mira,Reem,25.04838,55.26863,villa,3BR_villa,3,2294,213.1,Salah Al Din,Red,325,16.56,rental,79000,34
R013679,2024-02-25,Arabian Ranches 2,Arabian Ranches,25.05,55.29792,villa,6BR_villa,6,6105,567.2,MRT-1,Red,172,16.54,rental,279600,45
R013680,2024-05-27,Al Mamzar,Al Mamzar,25.28083,55.3382,apartment,1BR,1,685,63.6,Al Qiyadah,Red,7,11.3,rental,15700,22
R013681,2023-05-09,Town Square,Nshama,25.02949,55.27579,apartment,studio,0,404,37.6,Emirates Towers,Red,282,18.65,rental,5000,12
R013682,2023-06-11,Al Mamzar,Al Mamzar,25.29895,55.35442,apartment,1BR,1,1004,93.3,Dubai Airport Free Zone,Green,31,13.88,rental,22700,22
R013683,2025-11-23,Damac Hills,Damac Hills,25.02585,55.2516,apartment,2BR,2,1536,142.7,MRT-1,Red,156,19.19,rental,40600,26
R013684,2021-01-04,Reem Mira,Reem,25.04093,55.27198,villa,4BR_villa,4,5026,467.0,Dubai Investment Park,Red,142,17.38,rental,60200,12
R013685,2025-04-24,Damac Hills,Damac Hills,25.02179,55.27649,apartment,1BR,1,891,82.8,Noor Bank,Red,142,19.51,rental,20100,22
R013686,2025-06-16,Liwan,Dubailand,25.07038,55.30896,apartment,2BR,2,1492,138.6,Jumeirah Golf Estates,Red,191,14.52,rental,27100,18
R013687,2022-11-21,Jumeirah Beach Residence,Dubai Marina,25.06471,55.11229,apartment,2BR,2,1183,109.9,Discovery Gardens,Red,48,21.99,rental,57700,48
R013688,2021-12-23,Tilal Al Ghaf,Tilal Al Ghaf,25.01396,55.25139,villa,5BR_villa,5,3663,340.3,Dubai Investment Park,Red,115,20.51,rental,75400,20
R013689,2026-01-03,Al Furjan,Al Furjan,25.03649,55.13873,apartment,1BR,1,578,53.7,UAE Pavilion,Red,25,22.49,rental,16800,29
R013690,2022-12-17,Al Mamzar,Al Mamzar,25.28821,55.36349,apartment,2BR,2,917,85.2,Al Nahda (G),Green,26,13.52,rental,23500,25
R013691,2022-03-15,Bur Dubai,Bur Dubai,25.25106,55.2987,apartment,1BR,1,688,64.0,Baniyas Square,Red,17,6.47,rental,8400,12
R013692,2024-04-04,The Views,The Greens,25.10044,55.16818,apartment,2BR,2,1313,122.0,Dubai Internet City,Red,6,15.17,rental,55200,42
R013693,2021-11-19,Azizi Riviera,MBR City,25.18137,55.29505,apartment,2BR,2,1262,117.2,Dubai Investment Park,Red,291,2.72,rental,30100,23
R013694,2021-08-31,Majan,Dubailand,25.05577,55.27353,apartment,1BR,1,684,63.6,Jebel Ali,Red,201,15.73,rental,8800,12
R013695,2022-03-10,Al Warqa,Al Warqa,25.18384,55.38836,villa,4BR_villa,4,2665,247.6,Creek,Green,69,11.56,rental,57100,21
R013696,2025-04-08,Mudon,Dubailand,25.04645,55.25082,villa,3BR_villa,3,2539,235.9,UAE Pavilion,Red,154,16.93,rental,53700,21
R013697,2024-09-27,Jumeirah Islands,Emirates Living,25.04878,55.14486,villa,4BR_villa,4,3828,355.6,Discovery Gardens,Red,25,21.03,rental,156500,40
R013698,2021-04-09,Downtown Dubai,Downtown,25.18797,55.27034,apartment,studio,0,359,33.3,Burj Khalifa/Dubai Mall,Red,5,1.11,rental,14700,41
R013699,2025-07-02,Emirates Hills,Emirates Hills,25.05354,55.17805,villa,4BR_villa,4,3694,343.2,MRT-1,Red,48,18.69,rental,315400,85
R013700,2021-04-16,World Islands,World Islands,25.23081,55.1611,apartment,3BR,3,1948,181.0,ADCB,Red,183,11.99,rental,80600,41
R013701,2024-11-16,Karama,Bur Dubai,25.26798,55.2943,apartment,studio,0,597,55.4,BurJuman (G),Green,12,8.12,rental,9400,15
R013702,2024-05-14,Living Legends,Dubailand,25.09116,55.30325,apartment,1BR,1,813,75.5,Burj Khalifa/Dubai Mall,Red,163,12.14,rental,19600,24
R013703,2023-12-11,Jumeirah 2,Jumeirah,25.22339,55.23673,apartment,studio,0,445,41.4,Union (G),Green,104,4.78,rental,19300,43
R013704,2023-11-11,Dubai Sports City,Dubai Sports City,25.04433,55.21951,apartment,2BR,2,1346,125.1,World Trade Centre,Red,261,17.87,rental,23000,17
R013705,2023-09-14,The Lakes,Emirates Living,25.06773,55.21166,villa,5BR_villa,5,5120,475.7,Dubai Investment Park,Red,91,15.72,rental,273600,53
R013706,2022-03-24,Remraam,Dubailand,24.99504,55.26756,apartment,4BR_penthouse,4,4823,448.1,Al Karama,Red,340,22.49,rental,48100,10
R013707,2021-06-13,Dubai Harbour,Dubai Marina,25.08437,55.15602,apartment,1BR,1,623,57.8,Mashreq Bank,Red,31,17.3,rental,33700,54
R013708,2024-12-10,Jumeirah Lake Towers,JLT,25.07613,55.13258,apartment,1BR,1,668,62.1,Al Furjan,Red,55,19.62,rental,19600,29
R013709,2023-05-05,The Valley,Dubai-Al Ain Road,24.96125,55.48237,villa,3BR_villa,3,2334,216.9,Al Karama,Red,450,33.57,rental,61500,26
R013710,2025-11-02,Jebel Ali,Jebel Ali,25.01927,55.09173,apartment,2BR,2,1494,138.8,Expo 2020,Red,99,27.01,rental,18900,12
R013711,2022-08-18,Deira,Deira,25.26739,55.30625,apartment,studio,0,448,41.6,Union (G),Green,5,8.44,rental,8000,17
R013712,2024-07-23,Jebel Ali,Jebel Ali,25.01175,55.09964,apartment,studio,0,478,44.4,Energy,Red,43,27.11,rental,9500,20
R013713,2021-11-15,Maritime City,Maritime City,25.2743,55.24309,apartment,studio,0,459,42.6,Al Ras,Green,52,9.13,rental,11300,24
R013714,2023-12-27,Dubai Harbour,Dubai Marina,25.0829,55.14374,villa,5BR_villa,5,5372,499.1,Mashreq Bank,Red,35,18.29,rental,465100,86
R013715,2025-10-19,Dubai Investment Park,DIP,25.0026,55.18131,apartment,2BR,2,2009,186.6,Jebel Ali,Red,60,23.58,rental,36300,18
R013716,2025-02-03,Sustainable City,Sustainable City,24.99328,55.30195,villa,5BR_villa,5,4053,376.6,Dubai Internet City,Red,208,22.84,rental,149500,36
R013717,2021-04-25,Jumeirah Village Triangle,JVT,25.05773,55.18262,apartment,2BR,2,1098,102.0,Sharaf DG,Red,70,18.05,rental,11800,10
R013718,2023-03-06,Umm Suqeim,Jumeirah,25.14499,55.20245,villa,3BR_villa,3,2773,257.6,First Abu Dhabi Bank,Red,42,9.28,rental,176800,63
R013719,2026-01-27,Discovery Gardens,Discovery Gardens,25.03614,55.11738,apartment,studio,0,525,48.7,UAE Pavilion,Red,32,23.89,rental,11400,21
R013720,2024-07-16,Downtown Dubai,Downtown,25.18096,55.28224,apartment,1BR,1,834,77.5,Baniyas Square (G),Green,104,1.97,rental,49300,59
R013721,2024-05-04,Dubai Creek Harbour,Creek,25.19481,55.37057,apartment,2BR,2,1245,115.7,Al Jafiliya,Red,86,9.68,rental,60300,48
R013722,2024-12-24,Al Qusais,Al Qusais,25.28759,55.39117,apartment,1BR,1,765,71.0,Centrepoint,Red,45,15.46,rental,13000,16
R013723,2021-08-16,Green Community,DIP,25.0066,55.17796,villa,3BR_villa,3,1911,177.5,UAE Pavilion,Red,64,23.31,rental,31400,16
R013724,2022-07-19,Sobha Hartland,MBR City,25.20546,55.31057,villa,6BR_villa,6,6063,563.3,BurJuman (G),Green,95,3.75,rental,269700,44
R013725,2023-05-03,Dubai Harbour,Dubai Marina,25.0802,55.14742,apartment,1BR,1,793,73.7,Mashreq Bank,Red,32,18.24,rental,77000,97
R013726,2021-11-11,Living Legends,Dubailand,25.09378,55.3058,apartment,1BR,1,744,69.1,Financial Centre,Red,174,11.93,rental,9900,13
R013727,2023-07-17,Al Qusais,Al Qusais,25.29083,55.381,apartment,1BR,1,527,49.0,Al Qusais,Green,2,14.94,rental,11300,21
R013728,2023-07-26,Town Square,Nshama,25.00065,55.2869,apartment,studio,0,483,44.9,Dubai Internet City,Red,170,21.89,rental,7000,14
R013729,2021-03-08,Dubai Sports City,Dubai Sports City,25.02852,55.2335,apartment,1BR,1,882,81.9,Ibn Battuta,Red,123,19.2,rental,6600,7
R013730,2024-11-28,Dubai Marina,Dubai Marina,25.08377,55.13747,apartment,1BR,1,704,65.4,Dubai Healthcare City,Green,298,18.68,rental,23600,33
R013731,2024-07-17,The Springs,Emirates Living,25.042,55.17854,villa,5BR_villa,5,5462,507.4,UAE Pavilion,Red,68,19.77,rental,263600,48
R013732,2021-10-01,Sobha Hartland,MBR City,25.18739,55.31061,apartment,studio,0,378,35.1,Al Jadaf,Green,71,3.8,rental,11900,31
R013733,2023-04-11,Reem Mira,Reem,25.04091,55.25544,villa,3BR_villa,3,2991,277.9,Dubai Healthcare City,Green,260,17.48,rental,61400,20
R013734,2025-12-05,Al Nahda,Al Nahda,25.29114,55.37422,apartment,3BR,3,1500,139.3,Al Nahda (G),Green,7,14.49,rental,42500,28
R013735,2025-03-21,Deira,Deira,25.25907,55.30587,apartment,2BR,2,1222,113.5,Al Ras,Green,20,7.57,rental,21700,17
R013736,2024-10-03,Downtown Dubai,Downtown,25.19257,55.28268,apartment,3BR,3,2274,211.3,Burj Khalifa/Dubai Mall,Red,4,0.98,rental,100400,44
R013737,2021-12-27,Dubai Hills Estate,Mohammed Bin Rashid,25.11879,55.25049,apartment,1BR,1,987,91.7,Dubai Internet City,Red,89,9.04,rental,28400,28
R013738,2024-02-10,Deira,Deira,25.27211,55.30156,apartment,1BR,1,702,65.3,Union (G),Green,2,8.77,rental,11400,16
R013739,2025-12-15,Jumeirah Park,Emirates Living,25.05649,55.16476,villa,4BR_villa,4,4649,431.9,MRT-1,Red,51,19.15,rental,190900,41
R013740,2022-01-15,Green Community,DIP,24.99803,55.18352,villa,4BR_villa,4,3205,297.7,Dubai Investment Park,Red,20,23.96,rental,68000,21
R013741,2022-03-11,DAMAC Lagoons,Damac,25.04609,55.25011,villa,4BR_villa,4,4384,407.3,Mall of the Emirates,Red,118,16.98,rental,89200,20
R013742,2025-03-03,Green Community,DIP,24.99379,55.17789,villa,3BR_villa,3,3416,317.4,Sharaf DG,Red,141,24.62,rental,96500,28
R013743,2024-05-31,Bur Dubai,Bur Dubai,25.26212,55.29281,apartment,studio,0,300,27.9,BurJuman (G),Green,15,7.45,rental,4500,15
R013744,2025-07-13,Dubailand,Dubailand,25.03661,55.33512,apartment,4BR_penthouse,4,2496,231.9,Danube,Red,222,18.87,rental,46000,18
R013745,2024-05-13,Umm Suqeim,Jumeirah,25.13521,55.22009,villa,5BR_villa,5,4859,451.4,Jumeirah Golf Estates,Red,171,8.8,rental,268900,55
R013746,2025-06-27,The Greens,The Greens,25.09744,55.1849,apartment,2BR,2,987,91.7,Dubai Internet City,Red,1,14.29,rental,33800,34
R013747,2022-05-05,Dubai Investment Park,DIP,25.01146,55.18821,apartment,2BR,2,1139,105.8,Dubai Investment Park,Red,18,22.4,rental,16100,14
R013748,2021-02-15,The Meadows,Emirates Living,25.04696,55.17199,villa,5BR_villa,5,4428,411.4,MRT-1,Red,58,19.63,rental,132500,29
R013749,2021-12-10,The Valley,Dubai-Al Ain Road,24.96495,55.48534,villa,5BR_villa,5,4939,458.8,Baniyas Square,Red,464,33.44,rental,73400,14
R013750,2021-06-10,The Meadows,Emirates Living,25.05131,55.16532,villa,5BR_villa,5,5926,550.5,Discovery Gardens,Red,43,19.59,rental,209300,35
R013751,2022-07-15,Al Barsha,Al Barsha,25.12744,55.19189,villa,4BR_villa,4,3414,317.2,Sharaf DG,Red,21,11.36,rental,91400,26
R013752,2025-06-25,Al Mamzar,Al Mamzar,25.28731,55.3629,apartment,1BR,1,809,75.2,Stadium,Red,25,13.4,rental,23500,29
R013753,2023-12-20,Bukadra,Bukadra,25.18835,55.33699,apartment,1BR,1,690,64.1,World Trade Centre,Red,82,6.37,rental,29700,43
R013754,2022-03-01,Al Reem,Arabian Ranches,25.06168,55.27549,villa,4BR_villa,4,4320,401.4,Mall of the Emirates,Red,123,15.07,rental,126600,29
R013755,2024-03-11,Jumeirah Beach Residence,Dubai Marina,25.08104,55.14269,apartment,studio,0,405,37.6,First Abu Dhabi Bank,Red,143,18.51,rental,16800,41
R013756,2022-02-17,DAMAC Lagoons,Damac,25.06767,55.24819,villa,3BR_villa,3,3050,283.4,UAE Pavilion,Red,164,14.64,rental,63700,20
R013757,2024-07-09,Meydan,Meydan,25.14913,55.3048,apartment,1BR,1,874,81.2,Business Bay,Red,63,6.16,rental,36400,41
R013758,2023-11-19,Karama,Bur Dubai,25.2479,55.28882,apartment,1BR,1,503,46.8,World Trade Centre,Red,35,5.82,rental,6700,13
R013759,2025-06-08,Bukadra,Bukadra,25.18171,55.33663,villa,4BR_villa,4,3500,325.2,Abu Baker Al Siddique (G),Green,134,6.49,rental,75200,21
R013760,2024-12-17,Jumeirah Village Circle,JVC,25.05344,55.1983,apartment,studio,0,619,57.5,UAE Pavilion,Red,107,17.73,rental,20000,32
R013761,2022-12-31,Jebel Ali,Jebel Ali,25.0127,55.1167,apartment,1BR,1,728,67.6,Ibn Battuta,Red,47,25.94,rental,7000,9
R013762,2024-11-28,Azizi Riviera,MBR City,25.17533,55.30678,apartment,studio,0,401,37.2,Baniyas Square (G),Green,127,4.07,rental,11600,28
R013763,2026-01-30,Jumeirah Park,Emirates Living,25.06028,55.1731,villa,4BR_villa,4,4743,440.6,Dubai Internet City,Red,63,18.32,rental,216300,45
R013764,2025-12-05,Dubai Investment Park,DIP,25.00568,55.19072,apartment,2BR,2,949,88.1,Al Furjan,Red,58,22.9,rental,15400,16
R013765,2024-06-13,Downtown Dubai,Downtown,25.19508,55.24675,apartment,studio,0,437,40.6,Burj Khalifa/Dubai Mall,Red,4,2.79,rental,35400,81
R013766,2021-05-19,Expo City,Dubai South,24.96959,55.15587,apartment,3BR,3,1782,165.6,Expo 2020,Red,4,27.98,rental,29400,16
R013767,2022-01-15,Umm Suqeim,Jumeirah,25.1323,55.20609,villa,3BR_villa,3,2545,236.5,BurJuman,Red,187,9.97,rental,123700,48
R013768,2023-11-11,Deira,Deira,25.28174,55.31535,apartment,2BR,2,1149,106.8,Baniyas Square,Red,8,10.26,rental,26100,22
R013769,2023-11-01,Al Qusais,Al Qusais,25.28755,55.37402,apartment,1BR,1,825,76.7,Al Qusais,Green,2,14.19,rental,16800,20
R013770,2021-05-22,Palm Jumeirah,Palm Jumeirah,25.09736,55.16356,apartment,2BR,2,1356,125.9,Mashreq Bank,Red,46,15.74,rental,65200,48
R013771,2024-08-19,Al Reem,Arabian Ranches,25.06237,55.25175,villa,4BR_villa,4,3664,340.4,Creek,Green,261,15.16,rental,162200,44
R013772,2024-01-04,Motor City,Motor City,25.06414,55.25317,apartment,studio,0,485,45.1,Abu Baker Al Siddique (G),Green,333,14.95,rental,11300,23
R013773,2026-03-23,Business Bay,Business Bay,25.19773,55.26431,apartment,studio,0,438,40.7,Business Bay,Red,2,1.02,rental,22400,51
R013774,2025-07-04,Bukadra,Bukadra,25.18156,55.34021,villa,6BR_villa,6,5991,556.5,ADCB,Red,108,6.85,rental,167000,27
R013775,2022-10-19,Dubai Creek Harbour,Creek,25.20931,55.35421,apartment,3BR,3,2154,200.1,Creek,Green,45,8.14,rental,73900,34
R013776,2024-08-20,Arabian Ranches 3,Arabian Ranches,25.05265,55.27957,villa,3BR_villa,3,2308,214.4,Abu Baker Al Siddique,Red,308,16.08,rental,123100,53
R013777,2022-04-19,Green Community,DIP,25.00041,55.15872,villa,6BR_villa,6,8047,747.6,Dubai Investment Park,Red,24,24.79,rental,130500,16
R013778,2023-03-28,Dubailand,Dubailand,25.03104,55.32269,apartment,studio,0,582,54.1,Palm Deira,Green,315,19.11,rental,8800,15
R013779,2022-05-19,Al Barsha South,Al Barsha,25.06888,55.21435,apartment,2BR,2,1474,136.9,Al Nahda (G),Green,347,15.5,rental,22400,15
R013780,2022-08-03,Pearl Jumeira,Jumeirah,25.21801,55.24775,apartment,3BR,3,1591,147.8,Oud Metha,Green,88,3.54,rental,126800,79
R013781,2025-08-05,Meydan,Meydan,25.14635,55.31163,apartment,studio,0,357,33.1,Mall of the Emirates,Red,126,6.78,rental,16200,45
R013782,2021-11-25,Falcon City of Wonders,Dubailand,25.01125,55.30854,apartment,1BR,1,786,73.0,Burj Khalifa/Dubai Mall,Red,226,20.96,rental,11800,15
R013783,2021-08-18,Green Community,DIP,25.00008,55.16908,villa,3BR_villa,3,3289,305.6,Dubai Investment Park,Red,22,24.35,rental,83200,25
R013784,2022-03-29,Al Barsha,Al Barsha,25.11684,55.18884,apartment,studio,0,524,48.7,Al Jafiliya,Red,195,12.41,rental,11500,21
R013785,2025-05-18,The Views,The Greens,25.10182,55.15709,apartment,2BR,2,892,82.8,Dubai Internet City,Red,4,15.87,rental,41500,46
R013786,2022-06-05,Bur Dubai,Bur Dubai,25.25549,55.28024,apartment,2BR,2,1340,124.5,Al Ras,Green,11,6.51,rental,30000,22
R013787,2023-03-07,DIFC,DIFC,25.21434,55.27988,apartment,2BR,2,968,90.0,Emirates Towers,Red,10,1.98,rental,60500,62
R013788,2022-09-03,Jumeirah Islands,Emirates Living,25.04541,55.19146,villa,3BR_villa,3,2985,277.4,Al Furjan,Red,38,18.83,rental,113500,38
R013789,2021-04-06,Tilal Al Ghaf,Tilal Al Ghaf,25.02396,55.24182,villa,5BR_villa,5,4896,454.8,Discovery Gardens,Red,149,19.54,rental,103300,21
R013790,2024-09-06,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16178,55.32543,apartment,2BR,2,1083,100.6,Al Qiyadah (G),Green,178,6.47,rental,64600,59
R013791,2021-08-11,Al Qusais,Al Qusais,25.27611,55.34424,apartment,1BR,1,830,77.1,Al Qusais,Green,5,11.24,rental,8700,10
R013792,2024-01-29,Tilal Al Ghaf,Tilal Al Ghaf,25.0241,55.23875,villa,3BR_villa,3,2559,237.8,Al Furjan,Red,140,19.58,rental,79000,30
R013793,2021-11-08,DAMAC Lagoons,Damac,25.05398,55.26349,villa,4BR_villa,4,3836,356.4,Mall of the Emirates,Red,117,15.96,rental,85800,22
R013794,2026-03-14,Expo City,Dubai South,24.95571,55.12498,apartment,studio,0,458,42.6,Expo 2020,Red,6,30.78,rental,8000,17
R013795,2022-11-02,Dubai Creek Harbour,Creek,25.18908,55.35631,apartment,1BR,1,809,75.2,Creek,Green,41,8.29,rental,27000,33
R013796,2021-12-25,City Walk,Al Wasl,25.21325,55.27008,apartment,3BR,3,2231,207.3,Union (G),Green,103,1.84,rental,82500,37
R013797,2025-04-29,Mirdif,Mirdif,25.22654,55.40917,villa,3BR_villa,3,1535,142.6,Al Nahda (G),Green,117,13.95,rental,40800,26
R013798,2022-02-18,Dubai Creek Harbour,Creek,25.20125,55.33603,apartment,3BR,3,1781,165.5,Creek,Green,45,6.22,rental,47100,26
R013799,2025-03-08,The Springs,Emirates Living,25.04347,55.16413,villa,4BR_villa,4,3719,345.5,Discovery Gardens,Red,50,20.38,rental,150400,40
